,audio name,normalized,origConf,avgPertConf,mse,mse avg,r2,r2 avg,coefs
0,audio/speech_commands/cat/9f869f70_nohash_0.wav,"[1000, 3000, 5000, 10000, 15000, 20000, 25000, 30000, 32000]",1.0,0.5396,"[0.07808562670962488, 0.07547145303595944, 0.07546266616014034, 0.08136999854347472, 0.07517519895490497, 0.06979215315791343, 0.07349499411571737, 0.06853594626396749, 0.06529277544410882]",0.07363120137620129,"[0.6397810917947525, 0.6553865269272096, 0.6508404167368211, 0.6264691558500396, 0.6441450475174619, 0.6591737681776119, 0.6139797777922911, 0.6386063719153829, 0.6591306945679174]",0.6430569834754986,"[[-1.44368940e-28,  2.77283733e-01,  3.75399688e-01,  1.84513770e-01,
        3.34275919e-01,  3.91134825e-01,  2.87884969e-01,  5.10493713e-01,
        2.51552613e-01,  3.16755302e-01,  4.55292155e-01,  1.81285279e-01,
        9.89723044e-02,  9.61657742e-02,  4.55865401e-03,  1.80319687e-02,
        2.42459187e-02, -1.74166603e-02, -7.55328555e-02,  1.46714771e-02,
       -1.03096715e-02,  4.97907642e-03, -4.96895987e-03,  7.95525179e-03,
       -1.44368940e-28], [-6.90101013e-27,  3.27648853e-01,  4.09353170e-01,  1.98277906e-01,
        3.35184721e-01,  3.80521358e-01,  2.83707458e-01,  4.85000456e-01,
        2.51050812e-01,  2.87496982e-01,  4.61529921e-01,  2.32989889e-01,
        1.10690729e-01,  4.90072334e-02,  6.80929611e-02,  9.23587558e-02,
        3.49634762e-02, -2.85545067e-02,  5.44686623e-04,  4.85417558e-02,
        2.14181243e-02, -6.23921914e-02, -9.75964311e-03, -2.34058133e-02,
       -6.90101013e-27], [-1.25832246e-27,  3.66240246e-01,  4.10098317e-01,  2.22772373e-01,
        3.45702116e-01,  3.56846460e-01,  2.92846320e-01,  5.67809785e-01,
        2.23586991e-01,  2.37813330e-01,  4.67253658e-01,  1.97087422e-01,
        7.09477689e-02,  1.80960645e-02,  8.66401764e-03,  4.20672705e-02,
        2.41857705e-02, -6.07660525e-02, -3.40876922e-02,  1.91340199e-03,
        1.66041920e-02, -3.48366502e-02, -2.19221992e-02,  5.66637647e-03,
       -1.25832246e-27], [-1.32110080e-27,  3.24007789e-01,  3.62435678e-01,  2.08628654e-01,
        3.19922304e-01,  3.46456029e-01,  2.30411358e-01,  5.15861003e-01,
        2.18146505e-01,  2.06493899e-01,  5.19651426e-01,  2.29104680e-01,
        8.22196827e-02,  1.88500585e-02,  2.33142912e-02,  7.73765493e-02,
        1.03614497e-02,  2.02966487e-02, -1.75479056e-02,  1.63165377e-02,
        2.93313316e-02, -3.93019566e-02,  1.53691023e-03,  1.64227593e-02,
       -1.32110080e-27], [ 0.        ,  0.27569724,  0.39328674,  0.17328272,  0.33570629,
        0.38829903,  0.28488823,  0.58804231,  0.24191935,  0.28353511,
        0.50286489,  0.18969844,  0.1038264 ,  0.01977011,  0.02601636,
        0.08326114,  0.02055495, -0.08519864, -0.03681233,  0.0360266 ,
        0.01845807, -0.00945129, -0.04756564,  0.04160158,  0.        ], [-1.42175801e-27,  3.04764431e-01,  4.06622260e-01,  1.47318999e-01,
        3.89679247e-01,  4.30383870e-01,  1.87619540e-01,  5.97755892e-01,
        2.01074977e-01,  2.71642442e-01,  4.75452980e-01,  2.06682993e-01,
        1.32263135e-01,  4.02180127e-02, -3.81060878e-02,  2.95008476e-02,
       -7.02918081e-03, -7.77900880e-02, -2.85828260e-02,  1.33844693e-02,
        1.62386456e-02, -4.91882121e-02, -7.56394675e-03, -7.98066939e-02,
       -1.42175801e-27], [-7.68425548e-28,  3.36294473e-01,  4.21621072e-01,  1.66248309e-01,
        3.08698511e-01,  3.81155388e-01,  2.52589407e-01,  5.88666318e-01,
        2.35058497e-01,  2.80839847e-01,  4.94619705e-01,  2.01660922e-01,
        9.83800895e-02,  5.67136884e-02,  3.48648818e-02,  1.04616998e-02,
       -2.43925824e-02, -8.41636361e-02, -6.55546205e-02, -4.97454473e-03,
        3.05257340e-02, -2.01544137e-02, -3.26532245e-02, -2.69469181e-02,
       -7.68425548e-28], [ 1.94268697e-28,  2.86121422e-01,  3.94966919e-01,  1.77560066e-01,
        3.76845528e-01,  3.70005739e-01,  2.61655340e-01,  5.98551324e-01,
        1.90385399e-01,  3.21231760e-01,  5.43881828e-01,  2.20240421e-01,
        7.36696293e-02,  2.64246923e-02,  3.67081714e-02,  3.84311519e-02,
       -3.01156517e-03, -7.44754763e-02, -5.15219730e-02,  2.26756409e-02,
        1.17220240e-02, -2.93826919e-02,  2.01838479e-02, -2.08583478e-02,
        1.94268697e-28], [-2.13913948e-28,  3.61712939e-01,  4.56264393e-01,  1.37599725e-01,
        3.90946739e-01,  3.88091351e-01,  2.58582854e-01,  6.00439420e-01,
        2.18484851e-01,  2.83555033e-01,  5.48208810e-01,  1.92147709e-01,
        8.20044477e-02,  6.89533245e-02,  4.24494815e-02,  5.35940907e-02,
       -5.96978118e-02, -3.90437689e-02, -5.77340577e-02, -2.51794855e-02,
        2.19005832e-02, -3.02678914e-02, -5.87705842e-02, -2.96157190e-02,
       -2.13913948e-28]]"
1,audio/speech_commands/cat/f618568f_nohash_0.wav,"[1000, 3000, 5000, 10000, 15000, 20000, 25000, 30000, 32000]",1.0,0.5396,"[0.07381241997289871, 0.07776554832866087, 0.07893163580819229, 0.07646959877385302, 0.07634033193344432, 0.0759119850013487, 0.07468829031105816, 0.07391077303706371, 0.07001944639762762]",0.07531666995157192,"[0.6833624910751439, 0.662197470699905, 0.6632492062905949, 0.671567397731304, 0.6695831400991545, 0.6705681272765204, 0.6753954242440449, 0.681673706784772, 0.7006000571216517]",0.6753552245914547,"[[-1.13891737e-26,  5.00195186e-01,  3.94178258e-01,  4.48986305e-01,
        4.68479605e-01,  2.58752968e-01,  3.06127205e-01,  2.01691443e-01,
        3.21569459e-01,  2.86238140e-01,  3.87486723e-01,  2.25046501e-01,
        1.58479223e-01,  1.41659342e-01,  9.53737542e-02,  1.29246948e-01,
        1.39449403e-01,  1.02401402e-01,  9.98131722e-02,  3.09473837e-02,
        6.36311977e-02,  1.60078888e-01,  9.88020935e-02,  3.35771825e-02,
       -1.13891737e-26], [0.        , 0.60060142, 0.40882515, 0.36632412, 0.44696667,
       0.29205477, 0.27481998, 0.22707105, 0.32641353, 0.2596369 ,
       0.36204165, 0.19976494, 0.14981658, 0.15648411, 0.04823619,
       0.18203023, 0.15301524, 0.1157993 , 0.05765657, 0.13384843,
       0.09419619, 0.13092172, 0.06343301, 0.06708097, 0.        ], [0.        , 0.53547119, 0.40207473, 0.46451119, 0.44080235,
       0.22477506, 0.32978918, 0.25029769, 0.26785386, 0.27054685,
       0.35822899, 0.23845288, 0.11346348, 0.17057455, 0.05785884,
       0.1595979 , 0.15609975, 0.12513607, 0.06137849, 0.07093018,
       0.13429328, 0.11922841, 0.12533884, 0.09258171, 0.        ], [-3.41383567e-27,  5.80123122e-01,  3.39286071e-01,  4.76263707e-01,
        4.80698705e-01,  2.35447563e-01,  2.82885937e-01,  2.62511167e-01,
        3.15408592e-01,  2.58068123e-01,  3.69763305e-01,  1.86142715e-01,
        1.83994754e-01,  1.79698764e-01,  1.01646827e-01,  1.21362145e-01,
        1.64959260e-01,  1.67506678e-01,  5.00288130e-02,  1.03381031e-01,
        9.53148445e-02,  1.20749528e-01,  1.04859125e-01,  5.68083774e-02,
       -3.41383567e-27], [0.        , 0.58039657, 0.40767786, 0.36002801, 0.45752456,
       0.28624222, 0.28520034, 0.20060965, 0.25921793, 0.23978775,
       0.40564658, 0.22948164, 0.1802349 , 0.1904888 , 0.09282302,
       0.09641752, 0.18119517, 0.12614863, 0.07334411, 0.10745341,
       0.06183845, 0.0831165 , 0.08454949, 0.07171739, 0.        ], [1.85089887e-28, 5.23421462e-01, 4.34246971e-01, 4.79674622e-01,
       4.44294398e-01, 2.33646482e-01, 2.69378233e-01, 2.07658202e-01,
       2.59280270e-01, 2.57209459e-01, 3.85488276e-01, 2.15594267e-01,
       1.87021908e-01, 2.23668430e-01, 1.08946041e-01, 1.41648535e-01,
       1.29453735e-01, 1.70370174e-01, 5.63875929e-02, 7.74072585e-02,
       8.98285890e-02, 1.90699187e-01, 7.94885636e-02, 5.21606896e-02,
       1.85089887e-28], [6.07901512e-28, 5.32322490e-01, 3.80142187e-01, 4.87244654e-01,
       4.82781404e-01, 2.74791656e-01, 2.74414939e-01, 2.46539707e-01,
       2.89701616e-01, 3.32390317e-01, 3.75958520e-01, 1.95790664e-01,
       2.15775194e-01, 1.57885187e-01, 6.70634290e-02, 1.33634180e-01,
       1.58561143e-01, 1.59979483e-01, 1.02811322e-01, 7.92104518e-02,
       1.47484722e-01, 1.40453041e-01, 9.55946957e-02, 1.37062375e-01,
       6.07901512e-28], [-1.28345216e-27,  5.79266488e-01,  3.87200261e-01,  4.57435770e-01,
        4.67722872e-01,  2.67999982e-01,  2.84650254e-01,  2.31350081e-01,
        3.54511771e-01,  3.07735376e-01,  3.72789128e-01,  1.92181298e-01,
        2.12164711e-01,  1.42124103e-01,  1.05807311e-01,  1.17693497e-01,
        1.69537306e-01,  8.86008091e-02,  4.24058860e-02,  7.61152620e-02,
        1.27788351e-01,  9.54169614e-02,  1.12933415e-01,  1.43150377e-01,
       -1.28345216e-27], [-4.41517505e-27,  6.30973252e-01,  3.97436731e-01,  4.36394802e-01,
        4.66410369e-01,  2.65678579e-01,  2.84224734e-01,  2.60108635e-01,
        3.23223910e-01,  2.66982782e-01,  3.76087673e-01,  2.36146960e-01,
        1.74904999e-01,  1.02009701e-01,  6.08078419e-02,  1.13819165e-01,
        2.49269105e-01,  1.20825881e-01,  7.10904019e-02,  1.21837494e-01,
        1.11393244e-01,  9.87174635e-02,  1.18009592e-01,  9.05423690e-02,
       -4.41517505e-27]]"
2,audio/speech_commands/cat/e9a76b2f_nohash_0.wav,"[1000, 3000, 5000, 10000, 15000, 20000, 25000, 30000, 32000]",1.0,0.5396,"[0.08489692083663959, 0.08545161609437679, 0.09301411476146035, 0.0893714952440131, 0.08230128032012897, 0.06687964661885426, 0.08003401669963336, 0.08202465279477111, 0.07531655570125392]",0.08214336656345905,"[0.3364821978305398, 0.36450624237993323, 0.29191123006137765, 0.30413937850408135, 0.33302574860764833, 0.3267310865945672, 0.3088550525229333, 0.28394844736137204, 0.2717154656860422]",0.31347942772761056,"[[-2.29107110e-27,  6.93116391e-02,  5.06455893e-01, -2.35638929e-02,
        1.34868178e-01,  9.03664896e-02,  8.10528258e-02,  1.83037224e-01,
        8.57349449e-02,  1.18339186e-02,  1.76786910e-01, -2.46913017e-02,
       -6.31687129e-02, -7.56414025e-03,  1.51304542e-02, -2.28297705e-03,
        5.24672102e-02,  4.58909529e-02,  5.69826257e-02,  4.79407333e-02,
        1.22232313e-01,  1.09559339e-02, -1.03531096e-02, -1.04738725e-02,
       -2.29107110e-27], [-1.25705154e-28,  7.84685797e-02,  5.36866996e-01,  1.84976602e-02,
        9.08703513e-02,  7.84060919e-02,  1.19011937e-01,  1.11871974e-01,
        1.57356421e-02,  1.60928119e-03,  8.60810487e-02, -7.54222714e-02,
       -8.12018589e-02, -4.46403916e-02,  1.32149928e-02,  1.39010022e-02,
        1.31190214e-01,  8.32900514e-02,  1.19425286e-01,  9.55078271e-02,
        6.48673101e-02,  1.40674558e-02,  5.50435341e-02,  5.78715830e-02,
       -1.25705154e-28], [-4.36518125e-28,  2.37332808e-02,  4.36375370e-01, -1.70584397e-03,
        1.32715322e-01,  1.11045432e-01,  1.16666114e-01,  1.19673446e-01,
       -1.00760766e-02, -3.65378870e-02,  1.73974707e-01, -1.72545045e-02,
       -5.35361948e-02, -4.62730560e-02,  8.61952443e-03,  7.75402296e-03,
        6.70269791e-02,  1.05958780e-01,  7.51980975e-02,  1.62957767e-01,
        1.08599186e-01,  1.25609176e-02, -3.91689522e-02,  1.78234681e-02,
       -4.36518125e-28], [-1.24070562e-27,  4.51446824e-02,  4.91054681e-01,  1.13608335e-02,
        6.18226112e-02,  6.08507021e-02,  1.42640715e-01,  1.44227480e-01,
        1.42039547e-02, -4.16466994e-03,  1.60022670e-01, -2.73470159e-02,
       -4.01202567e-02, -7.28283602e-02,  9.67098588e-02,  1.07152962e-02,
        4.13913938e-02,  1.00585894e-01,  8.67353045e-02,  1.05589652e-01,
        8.87303706e-02,  4.13821504e-02, -4.21930875e-02,  6.99388661e-03,
       -1.24070562e-27], [-1.43556542e-28,  9.25824960e-02,  5.02299443e-01, -9.00533597e-03,
       -1.78023848e-02, -5.40577593e-03,  3.16520974e-02,  5.52143033e-02,
        2.74084573e-03, -2.84732474e-02,  2.02205495e-01, -1.99266270e-02,
       -8.37257476e-02, -5.47915972e-02,  9.93678784e-03,  4.36462513e-02,
        6.33919631e-02,  1.16205227e-01,  1.63252909e-01,  1.37361325e-01,
        9.00761492e-02,  7.18037483e-02,  5.60460024e-02,  6.89835282e-03,
       -1.43556542e-28], [-6.92047241e-28, -1.82984416e-02,  5.22913814e-01, -8.83101202e-03,
        2.55490273e-02,  4.67751597e-02,  7.28155751e-02,  8.60676718e-02,
        5.36307961e-03,  2.02779303e-02,  1.77889127e-01, -3.53421980e-02,
       -5.20291917e-02, -3.57763421e-02,  4.52376003e-02,  3.59048669e-02,
        3.68250952e-02,  4.74216850e-02,  1.42468475e-01,  4.80155612e-02,
        3.90398477e-02,  3.82895679e-02,  1.30298335e-02,  2.14334467e-02,
       -6.92047241e-28], [ 2.96893083e-29,  3.98504628e-02,  4.89205858e-01,  2.48836642e-02,
        5.21462588e-02,  4.07165892e-02,  1.06905642e-01,  9.68787369e-02,
       -1.28576806e-02, -7.17552774e-03,  1.99251142e-01, -8.84875714e-02,
       -6.36076754e-02, -6.95005154e-02,  8.46592214e-03,  7.41636304e-02,
        1.47255135e-01,  1.25731304e-01,  7.72957433e-02,  4.44805208e-02,
        6.24624660e-02,  2.64477183e-02,  4.04181968e-02,  8.34975114e-02,
        2.96893083e-29], [-1.55906091e-28,  2.79971241e-02,  4.78241794e-01,  4.58658344e-02,
        1.10711888e-01,  8.85730453e-02,  7.67554519e-02,  6.65252534e-02,
       -2.57696274e-02, -4.80183922e-02,  1.76407982e-01, -1.84595428e-02,
       -5.27656498e-02, -7.28160847e-02,  1.88972554e-02,  6.13980926e-02,
        1.42957723e-01,  1.04328483e-01,  1.67349344e-01,  1.05428424e-01,
        8.37619323e-02,  3.19414018e-02,  2.26886714e-02,  3.83406864e-02,
       -1.55906091e-28], [-1.46618519e-27,  4.32235752e-02,  4.61426891e-01, -1.41335663e-02,
        5.90539829e-02,  1.27564827e-01,  3.03765054e-02,  7.98333281e-02,
       -8.32665180e-03, -1.30371550e-02,  1.71346796e-01, -5.37138350e-02,
       -7.01736482e-02, -4.70934022e-02,  3.12574329e-02,  8.87993491e-04,
        9.30382903e-02,  7.50004942e-02,  1.20191248e-01,  7.43819948e-02,
        8.29840322e-02,  9.53989351e-03,  3.32564393e-02,  6.51013618e-02,
       -1.46618519e-27]]"
3,audio/speech_commands/cat/ba676390_nohash_0.wav,"[1000, 3000, 5000, 10000, 15000, 20000, 25000, 30000, 32000]",0.984375,0.5396,"[0.08330969839033475, 0.07733027254930831, 0.0757107153204081, 0.0737538321780354, 0.08388375865988983, 0.08254709412289074, 0.07978552380082347, 0.07677712300147631, 0.07719758821689048]",0.07892173402667305,"[0.6243669551297926, 0.6443155534023105, 0.6624736681008059, 0.6628171992221863, 0.6252822475265012, 0.6341185947439665, 0.6468445472576422, 0.6629175125792522, 0.6590717077117585]",0.6469119984082462,"[[-7.13149347e-27,  5.14728377e-01,  3.03183690e-01,  2.74869621e-01,
        3.07222412e-01,  5.16789294e-01,  5.13622306e-01,  2.19734522e-01,
        1.84930948e-01,  2.32012623e-01,  1.94765692e-01,  2.04692115e-01,
        1.56690658e-01,  1.74775751e-01,  1.47073535e-01,  1.14153347e-01,
        1.47060480e-01,  9.88885159e-02,  5.63240426e-02,  4.43303101e-02,
        4.72494584e-02,  9.19023370e-02,  2.64107160e-02,  3.02699256e-02,
       -7.13149347e-27], [-1.02772920e-26,  5.01991962e-01,  3.72142834e-01,  3.06660822e-01,
        2.91901964e-01,  5.32506316e-01,  5.02618736e-01,  2.74179109e-01,
        1.60049072e-01,  2.42512036e-01,  2.27127591e-01,  1.98104351e-01,
        1.86710600e-01,  1.61485793e-01,  1.47301387e-01,  7.10473328e-02,
        1.30700590e-01,  1.05921386e-01,  6.81596410e-02,  1.04819088e-01,
        1.04459746e-01,  1.09313934e-01,  6.38355851e-02,  6.01057699e-02,
       -1.02772920e-26], [-3.51613406e-27,  5.27630745e-01,  3.62500961e-01,  3.13931704e-01,
        2.64071341e-01,  5.44853400e-01,  5.40546600e-01,  2.33915551e-01,
        2.04694236e-01,  2.61830242e-01,  2.77711511e-01,  1.84754200e-01,
        1.50730102e-01,  1.63963137e-01,  1.87170652e-01,  1.14562256e-01,
        1.61845083e-01,  1.02240113e-01,  1.04155321e-01,  5.98754267e-02,
        1.06496868e-01,  2.55359412e-02,  7.56900977e-02,  9.45921092e-03,
       -3.51613406e-27], [-1.29992041e-26,  5.03911800e-01,  3.12976070e-01,  3.41907034e-01,
        2.91912036e-01,  5.51238372e-01,  5.03239213e-01,  2.47700678e-01,
        2.31058119e-01,  2.68803937e-01,  2.67371590e-01,  2.12319905e-01,
        1.90177025e-01,  1.65928217e-01,  1.66695320e-01,  9.90762644e-02,
        1.44819392e-01,  8.11802550e-02,  9.78479668e-02,  1.00923552e-01,
        9.24204931e-02,  1.43130143e-01,  4.87287236e-02,  5.22600919e-02,
       -1.29992041e-26], [-3.45334246e-27,  5.34034866e-01,  3.22569140e-01,  3.39975313e-01,
        3.23249587e-01,  5.09330688e-01,  5.12514261e-01,  2.56685364e-01,
        1.89169751e-01,  2.86665191e-01,  2.50356604e-01,  1.92107575e-01,
        1.89026336e-01,  1.61566657e-01,  1.80146137e-01,  9.68277966e-02,
        1.46564610e-01,  1.16719265e-01,  6.26534086e-02,  8.27224653e-02,
        7.77990259e-02,  6.02005813e-02, -1.20039854e-02,  1.53639265e-02,
       -3.45334246e-27], [ 3.06996473e-28,  5.32440375e-01,  3.31382523e-01,  3.09690152e-01,
        2.61335681e-01,  5.13469944e-01,  4.67819640e-01,  2.41159384e-01,
        2.05051124e-01,  2.95634311e-01,  1.97610136e-01,  1.98401696e-01,
        1.72427645e-01,  2.04548065e-01,  1.40026883e-01,  9.53419248e-02,
        1.55256456e-01,  9.81580875e-02,  1.20638719e-01,  1.09546226e-01,
        1.10410837e-01,  1.06027647e-01, -1.93809795e-03,  4.44600713e-02,
        3.06996473e-28], [-8.59222741e-28,  5.21508268e-01,  3.57901748e-01,  3.11852597e-01,
        3.41541575e-01,  5.56655337e-01,  5.43832906e-01,  2.38495664e-01,
        2.38233179e-01,  2.94123806e-01,  2.20030574e-01,  1.79678421e-01,
        1.14907054e-01,  1.68743289e-01,  2.15304709e-01,  1.31518055e-01,
        1.54582382e-01,  1.01393154e-01,  9.17333407e-02,  5.68209704e-02,
        9.16333947e-02,  4.96169125e-02,  4.67016069e-02,  2.18989066e-02,
       -8.59222741e-28], [-5.24939424e-29,  5.95479017e-01,  3.73539128e-01,  3.02598963e-01,
        3.61972625e-01,  5.88319645e-01,  5.98298336e-01,  1.68151188e-01,
        2.12225084e-01,  2.87453661e-01,  2.45054383e-01,  2.23258825e-01,
        1.86488220e-01,  1.83112999e-01,  1.16751475e-01,  2.02003895e-01,
        6.35554989e-02,  1.26142794e-01,  5.46993275e-02,  1.02000274e-01,
        7.32717299e-02,  4.20312941e-02,  2.83353809e-02,  4.02156971e-02,
       -5.24939424e-29], [-1.67212167e-27,  6.35715200e-01,  3.51859129e-01,  3.56476842e-01,
        3.11559104e-01,  6.09128587e-01,  5.64629226e-01,  2.72444056e-01,
        1.99930046e-01,  3.39144087e-01,  2.41908912e-01,  2.09966072e-01,
        1.36506693e-01,  1.42894047e-01,  1.70249470e-01,  1.25006785e-01,
        1.38074094e-01,  6.56093199e-02,  7.16157126e-02,  6.97136842e-02,
        8.78602620e-02,  8.38112765e-02,  3.87195152e-02, -1.75748925e-02,
       -1.67212167e-27]]"
4,audio/speech_commands/cat/db7c95b0_nohash_0.wav,"[1000, 3000, 5000, 10000, 15000, 20000, 25000, 30000, 32000]",0.96923828125,0.5396,"[0.06340388780515852, 0.06478042068365783, 0.05958632708543509, 0.058014326359563606, 0.06650317526886446, 0.06551869622690311, 0.06115787431225245, 0.06385068565020724, 0.06398942834253643]",0.0629783135260643,"[0.6468990730091233, 0.6331412884117873, 0.6697066899760942, 0.6679439723999969, 0.6236116769498307, 0.638633470804616, 0.6557066547350009, 0.6376292417131086, 0.6416061162116218]",0.6460975760234644,"[[-4.71730259e-27,  6.58328943e-01,  2.40502377e-01,  2.39127282e-01,
        8.79437058e-02,  7.82402127e-02,  1.47061839e-01,  1.33082692e-01,
        5.55270550e-01,  1.96391672e-01,  2.34331856e-01,  2.34051497e-01,
        1.15139163e-01,  1.13079838e-01,  7.80911756e-02, -1.67985689e-02,
       -1.88211130e-02,  1.83852417e-02,  7.26583679e-03, -2.16311322e-02,
        4.87211965e-02,  7.85185851e-03,  3.23362423e-02, -1.45491188e-02,
       -4.71730259e-27], [-1.13182397e-26,  6.42443684e-01,  2.90545941e-01,  1.95822374e-01,
        9.91043792e-02,  8.26704205e-02,  1.01890042e-01,  1.33353637e-01,
        5.09249868e-01,  2.05864010e-01,  2.81005023e-01,  2.84589518e-01,
        1.21651663e-01,  1.15739553e-01,  2.70030819e-02, -1.22732535e-02,
        3.48328842e-03, -4.09822788e-03,  1.61342991e-02,  2.66780049e-03,
        2.01227358e-02, -4.65614539e-03, -4.38539809e-03,  3.08054034e-02,
       -1.13182397e-26], [ 7.34792815e-29,  6.28120268e-01,  2.89471232e-01,  2.18692298e-01,
        1.39424105e-01,  1.08303256e-01,  8.83272270e-02,  1.65172093e-01,
        5.51732311e-01,  1.77877254e-01,  2.76130709e-01,  2.61013938e-01,
        1.37934494e-01,  9.79506755e-02,  3.04098048e-02,  2.06079965e-03,
        2.36156455e-04,  7.59796461e-02,  5.43303828e-02, -1.05309871e-02,
       -1.87019396e-03, -2.34667704e-02,  4.86029161e-02, -5.51861691e-02,
        7.34792815e-29], [ 0.        ,  0.61781647,  0.26880418,  0.21953762,  0.11377047,
        0.09853291,  0.11920897,  0.13628709,  0.53678559,  0.25442739,
        0.35811295,  0.26966349,  0.17243706,  0.08725717,  0.00670515,
       -0.04785837, -0.01919836,  0.03949429,  0.03044578, -0.02106981,
        0.07896649,  0.0065552 ,  0.01335315, -0.01233575,  0.        ], [-3.89681308e-28,  6.21505988e-01,  2.58188546e-01,  1.66038254e-01,
        9.41652927e-02,  9.55584650e-02,  7.34843732e-02,  1.20349154e-01,
        5.18261761e-01,  2.25010093e-01,  2.36495927e-01,  3.22956947e-01,
        1.55423927e-01,  1.00000631e-01,  5.81026014e-02, -5.56701276e-03,
       -5.39034480e-03,  5.48757695e-02, -2.91069235e-02, -2.79375531e-02,
        3.10489701e-02, -5.42118855e-02, -6.64743650e-03, -2.41362945e-02,
       -3.89681308e-28], [-1.57764677e-27,  6.06237090e-01,  2.13120448e-01,  2.22773808e-01,
        1.17747585e-01,  9.39594715e-02,  1.35120973e-01,  1.74250232e-01,
        4.91877428e-01,  2.43374584e-01,  3.11973115e-01,  2.94240835e-01,
        1.27978774e-01,  1.46758631e-01,  6.64862976e-02, -1.50576752e-02,
       -1.31867840e-02,  5.85104012e-02, -1.00431050e-02, -1.98697848e-02,
        4.67714365e-02, -2.80341119e-02, -1.38717427e-02, -9.92866582e-03,
       -1.57764677e-27], [-1.11512732e-26,  6.34690684e-01,  2.83851365e-01,  2.17188047e-01,
        1.46536091e-01,  7.69499501e-02,  8.87473537e-02,  9.93269556e-02,
        4.73634787e-01,  1.72043622e-01,  2.87728493e-01,  2.38728752e-01,
        1.62422723e-01,  1.24901539e-01,  4.10669710e-02,  1.80795538e-02,
        1.75784474e-02,  5.81152635e-02,  4.20302491e-02, -1.68858718e-03,
        7.87957113e-02, -1.35371657e-03, -2.32881790e-03, -4.60478959e-02,
       -1.11512732e-26], [-6.92053498e-27,  6.82392816e-01,  2.75834419e-01,  2.32043274e-01,
        6.31020083e-02,  1.18180852e-01,  1.42135146e-01,  1.29787945e-01,
        5.34749892e-01,  2.05875178e-01,  2.87306950e-01,  2.71088543e-01,
        1.48098387e-01,  1.28692981e-01,  4.41754219e-02,  6.41370870e-03,
       -4.33374330e-03,  4.13434610e-02,  7.49733714e-03, -3.35361697e-02,
        1.57047578e-02, -5.14084437e-02,  4.00851130e-02, -2.29074110e-02,
       -6.92053498e-27], [-8.47575429e-28,  6.27408698e-01,  2.52014952e-01,  1.48249791e-01,
        1.07664597e-01,  7.68592651e-02,  1.30948903e-01,  1.71596907e-01,
        5.19348981e-01,  1.79051952e-01,  3.47169816e-01,  2.59468890e-01,
        2.29737295e-01,  7.89686604e-02,  2.58592399e-02,  2.44527350e-02,
        4.07965173e-03,  6.52939857e-02,  8.35166012e-03, -7.48327248e-03,
        7.33259138e-03, -4.86778958e-02,  4.41956455e-02, -1.76571293e-02,
       -8.47575429e-28]]"
